Date,Open,High,Low,Close,Adj Close,Volume
2019-05-15,67.150002,68.150002,67.019997,67.860001,65.849869,2370000
2019-05-16,68.440002,69.639999,68.059998,68.739998,66.703789,3272400
2019-05-17,68.010002,69.820000,68.000000,68.930000,66.888161,2439200
2019-05-20,68.480003,69.290001,68.300003,68.839996,66.800835,2794500
2019-05-21,68.930000,70.239998,68.500000,69.949997,67.877953,2616200
2019-05-22,69.739998,70.750000,69.169998,69.169998,67.121056,4517400
2019-05-23,69.059998,70.000000,64.410004,65.820000,63.870289,7999700
2019-05-24,65.430000,66.209999,63.340000,65.940002,63.986748,6090000
2019-05-28,65.680000,66.709999,65.370003,65.400002,63.462734,3484000
2019-05-29,64.660004,65.639999,63.400002,64.540001,62.628212,3671100
2019-05-30,65.239998,65.489998,64.410004,65.010002,63.084290,3604900
2019-05-31,63.810001,64.010002,62.369999,62.669998,60.813599,3542900
2019-06-03,62.389999,63.759998,62.220001,63.220001,61.347313,3851500
2019-06-04,64.010002,64.800003,63.830002,63.939999,62.045982,2819800
2019-06-05,64.160004,64.860001,62.919998,63.220001,61.347313,2481100
2019-06-06,63.040001,63.410000,61.580002,62.299999,60.454559,2605500
2019-06-07,62.630001,64.129997,62.540001,63.720001,61.832497,2655100
2019-06-10,64.580002,66.050003,63.939999,65.190002,63.258957,3210400
2019-06-11,65.489998,66.040001,64.820000,65.519997,63.579182,2212100
2019-06-12,65.070000,65.379997,64.360001,64.449997,63.021805,1555000
2019-06-13,64.809998,65.860001,64.809998,65.839996,64.381004,1619700
2019-06-14,65.980003,66.290001,64.949997,66.029999,64.566795,2148000
2019-06-17,65.800003,66.910004,65.629997,66.629997,65.153496,1968600
2019-06-18,66.940002,69.709999,66.720001,68.650002,67.128738,3482500
2019-06-19,68.690002,69.000000,67.309998,67.620003,66.121567,2750100
2019-06-20,68.260002,68.510002,67.330002,68.389999,66.874504,1741300
2019-06-21,68.360001,68.500000,67.209999,67.540001,66.043343,2868300
2019-06-24,67.510002,67.709999,66.820000,67.470001,65.974892,1472400
2019-06-25,67.529999,68.000000,66.260002,66.389999,64.918823,1963700
2019-06-26,67.139999,68.699997,66.730003,68.139999,66.630035,2453200
2019-06-27,68.400002,68.589996,68.010002,68.470001,66.952728,1679900
2019-06-28,68.160004,69.820000,68.160004,69.730003,68.184807,3051900
2019-07-01,71.239998,73.650002,70.910004,72.430000,70.824974,3998800
2019-07-02,72.430000,72.510002,70.980003,71.639999,70.052483,2116900
