Date,Open,High,Low,Close,Adj Close,Volume
2019-05-15,98.160004,100.419998,97.830002,100.199997,100.199997,1870600
2019-05-16,100.510002,102.250000,100.400002,100.889999,100.889999,2052800
2019-05-17,100.470001,101.029999,99.400002,100.389999,100.389999,1877900
2019-05-20,99.900002,100.419998,99.160004,100.059998,100.059998,1878200
2019-05-21,99.650002,100.180000,97.599998,99.769997,99.769997,1961500
2019-05-22,99.889999,101.220001,99.550003,99.570000,99.570000,1425100
2019-05-23,99.160004,99.440002,96.690002,97.459999,97.459999,2659600
2019-05-24,98.129997,98.769997,97.510002,98.419998,98.419998,2191300
2019-05-28,98.419998,98.949997,96.940002,97.269997,97.269997,3131300
2019-05-29,96.260002,96.980003,95.110001,95.320000,95.320000,3289700
2019-05-30,96.169998,100.820000,96.059998,98.309998,98.309998,4004200
2019-05-31,97.570000,101.769997,97.000000,101.589996,101.589996,3477900
2019-06-03,101.589996,102.750000,100.239998,100.690002,100.690002,2242200
2019-06-04,101.180000,101.919998,100.040001,100.690002,100.690002,2257000
2019-06-05,100.870003,101.449997,99.879997,100.290001,100.290001,1806100
2019-06-06,100.180000,102.599998,100.180000,102.220001,102.220001,1619900
2019-06-07,102.580002,103.730003,102.150002,102.639999,102.639999,1782700
2019-06-10,102.699997,104.410004,102.360001,103.779999,103.779999,2186900
2019-06-11,108.000000,108.300003,105.360001,106.529999,106.529999,3479300
2019-06-12,106.150002,108.160004,106.150002,108.050003,108.050003,1778900
2019-06-13,108.269997,108.730003,107.099998,108.660004,108.660004,1672600
2019-06-14,108.980003,111.120003,108.930000,110.309998,110.309998,3320700
2019-06-17,110.430000,110.760002,107.959999,108.129997,108.129997,2148800
2019-06-18,109.250000,110.110001,108.669998,109.470001,109.470001,1899200
2019-06-19,109.500000,109.720001,107.639999,109.370003,109.370003,1870000
2019-06-20,110.500000,111.059998,109.430000,110.790001,110.790001,1678200
2019-06-21,110.889999,112.500000,110.459999,112.190002,112.190002,3037100
2019-06-24,112.300003,113.379997,111.750000,112.709999,112.709999,2007800
2019-06-25,112.610001,112.680000,108.750000,108.949997,108.949997,2392900
2019-06-26,109.000000,110.050003,108.330002,109.070000,109.070000,1407900
2019-06-27,109.230003,109.230003,108.029999,108.139999,108.139999,1155900
2019-06-28,107.980003,108.570000,106.580002,107.389999,107.389999,3885900
2019-07-01,108.790001,110.339996,108.750000,110.089996,110.089996,2107600
2019-07-02,110.089996,110.110001,107.919998,109.080002,109.080002,1841900
2019-07-03,109.389999,110.430000,109.019997,109.750000,109.750000,1149700
2019-07-05,108.980003,109.940002,107.919998,109.639999,109.639999,1024100
2019-07-08,109.320000,110.489998,109.000000,110.260002,110.260002,1642500
2019-07-09,109.830002,111.800003,109.269997,111.489998,111.489998,2045100
2019-07-10,111.620003,112.180000,111.230003,111.690002,111.690002,1468900
2019-07-11,112.120003,112.489998,110.669998,110.970001,110.970001,1407200
2019-07-12,111.139999,112.470001,110.650002,112.430000,112.430000,1209300
2019-07-15,112.470001,112.870003,111.500000,111.750000,111.750000,1194900
2019-07-16,111.839996,112.440002,111.470001,112.320000,112.320000,1210600
2019-07-17,112.440002,112.669998,111.540001,112.250000,112.250000,1262900
2019-07-18,111.940002,111.980003,109.519997,110.120003,110.120003,1473800
2019-07-19,110.500000,110.500000,108.150002,108.199997,108.199997,1245700
2019-07-22,108.089996,108.349998,107.000000,107.550003,107.550003,1348000
2019-07-23,107.599998,107.769997,104.320000,105.489998,105.489998,2187500
2019-07-24,105.320000,106.699997,104.760002,106.239998,106.239998,1192500
2019-07-25,106.180000,106.849998,105.529999,106.550003,106.550003,1232300
2019-07-26,106.550003,106.550003,105.849998,106.099998,106.099998,1504700
2019-07-29,106.010002,106.220001,103.540001,103.839996,103.839996,1714200
2019-07-30,103.470001,103.860001,101.190002,101.489998,101.489998,1806200
2019-07-31,101.500000,102.940002,100.050003,101.750000,101.750000,2641100
2019-08-01,101.449997,103.830002,94.699997,97.690002,97.690002,4272200
2019-08-02,97.430000,98.930000,96.330002,96.870003,96.870003,2424500
2019-08-05,94.599998,94.779999,91.879997,92.860001,92.860001,4313300
2019-08-06,92.889999,93.660004,91.739998,92.720001,92.720001,2840600
2019-08-07,92.120003,93.360001,91.250000,92.379997,92.379997,2237500
2019-08-08,92.260002,93.180000,91.620003,92.919998,92.919998,1858400
2019-08-09,92.860001,92.860001,89.900002,90.089996,90.089996,2153000
2019-08-12,89.919998,91.339996,89.410004,91.000000,91.000000,2276700
2019-08-13,91.089996,98.410004,90.410004,94.599998,94.599998,4286200
2019-08-14,92.300003,94.080002,92.129997,93.169998,93.169998,2455100
2019-08-15,93.720001,94.919998,92.339996,93.139999,93.139999,1563600
